junc.id	all_n40	max
chr5:-:1470484-1470825	0.025	0.025
chr5:-:1477718-1477922	0.15	0.15
chr5:-:149496860-149498969	0	0
chr5:-:149496860-149504680	0.05	0.05
chr5:-:149500056-149500225	0.2	0.2
chr5:-:149502456-149502622	0.175	0.175
chr5:-:149504735-149505446	0	0
chr5:-:149513176-149517793	0	0
chr5:-:149513176-149520289	0	0
chr5:-:149525171-149550099	0.025	0.025
chr5:-:149531274-149531587	0	0
chr5:-:149550177-149550337	0.05	0.05
chr5:-:149550181-149550907	0	0
chr5:-:149550965-149551094	0.2	0.2
chr5:-:150117838-150121979	0	0
chr5:-:150118852-150119094	0	0
chr5:-:150119196-150119466	0	0
chr5:-:150125574-150126519	0.075	0.075
chr5:-:150126600-150129898	0	0
chr5:-:150133916-150133970	0	0
chr5:-:150134823-150135554	0.025	0.025
chr5:-:150137053-150153490	0	0
chr5:-:150143125-150155396	0	0
chr5:-:150401802-150401871	0.05	0.05
chr5:-:150401856-150401967	0.025	0.025
chr5:-:150401871-150401909	0.025	0.025
chr5:-:150401871-150401991	0.025	0.025
chr5:-:150401871-150407219	0.075	0.075
chr5:-:150401896-150402120	0.025	0.025
chr5:-:150401930-150401976	0.025	0.025
chr5:-:150401930-150402028	0.025	0.025
chr5:-:150401944-150402105	0.025	0.025
chr5:-:150402004-150407295	0.025	0.025
chr5:-:150402020-150402562	0.925	0.925
chr5:-:150402051-150407223	0.025	0.025
chr5:-:150402051-150407281	0.025	0.025
chr5:-:150402172-150402562	0.45	0.45
chr5:-:150402190-150402562	0.025	0.025
chr5:-:150402206-150402562	0.025	0.025
chr5:-:150402230-150402562	0.05	0.05
chr5:-:150402233-150402562	0.025	0.025
chr5:-:150402238-150404679	0	0
chr5:-:150402623-150403120	0.025	0.025
chr5:-:150402623-150404679	0.1	0.1
chr5:-:150403251-150404679	0.05	0.05
chr5:-:150404758-150405076	0.025	0.025
chr5:-:150405162-150406258	0.1	0.1
chr5:-:150406312-150406880	0	0
chr5:-:150406803-150406910	0.025	0.025
chr5:-:150407257-150412624	0.025	0.025
chr5:-:150407320-150412624	0.025	0.025
chr5:-:150408568-150408617	0	0
chr5:-:150409449-150409615	0	0
chr5:-:150444351-150445608	0.175	0.175
chr5:-:150445646-150447673	0.025	0.025
chr5:-:150445678-150446801	0.025	0.025
chr5:-:150446863-150447694	0.025	0.025
chr5:-:150446875-150447673	0.05	0.05
chr5:-:150446963-150447473	0	0
chr5:-:150446963-150447604	0.025	0.025
chr5:-:150446963-150447673	0.2	0.2
chr5:-:150447583-150447673	0	0
chr5:-:150447673-150447694	0.025	0.025
chr5:-:150447718-150449702	0.025	0.025
chr5:-:151123011-151123958	0	0
chr5:-:151139443-151140148	0	0
chr5:-:151140189-151147883	0	0
chr5:-:151662562-151663464	0.025	0.025
chr5:-:151662649-151662693	0	0
chr5:-:151662657-151663093	0.025	0.025
chr5:-:151662657-151663193	0.025	0.025
chr5:-:151662709-151663174	0.025	0.025
chr5:-:151662715-151663031	0.025	0.025
chr5:-:151662806-151662844	0.025	0.025
chr5:-:151662835-151662991	0.025	0.025
chr5:-:151662847-151662903	0.025	0.025
chr5:-:151662847-151663031	0.025	0.025
chr5:-:151662866-151662903	0.025	0.025
chr5:-:151662903-151663031	0.025	0.025
chr5:-:151662903-151663034	0	0
chr5:-:151662919-151663031	0.05	0.05
chr5:-:151662931-151662964	0.025	0.025
chr5:-:151663044-151663298	0.025	0.025
chr5:-:151663072-151663433	0.025	0.025
chr5:-:151663078-151663275	0.05	0.05
chr5:-:151663109-151663257	0.1	0.1
chr5:-:151663136-151666473	0.075	0.075
chr5:-:151663410-151663458	0.025	0.025
chr5:-:151663434-151663458	0.05	0.05
chr5:-:151663471-151666473	0.025	0.025
chr5:-:151664235-151671582	0.15	0.15
chr5:-:151664235-151671621	0	0
chr5:-:151666392-151671659	0.025	0.025
chr5:-:151666452-151673141	0.025	0.025
chr5:-:151666500-151671572	0.025	0.025
chr5:-:151666503-151667466	0.025	0.025
chr5:-:151669727-151671572	0.1	0.1
chr5:-:151669784-151671659	0.075	0.075
chr5:-:151673141-151673189	0.025	0.025
chr5:-:151673141-151674620	0.025	0.025
chr5:-:151673141-151674644	0.175	0.175
chr5:-:151673144-151674644	0.025	0.025
chr5:-:151673156-151674620	0.05	0.05
chr5:-:151673156-151674644	0.05	0.05
chr5:-:151673189-151674629	0.025	0.025
chr5:-:151673189-151674641	0.375	0.375
chr5:-:151673189-151674644	0.1	0.1
chr5:-:151673216-151674620	0.075	0.075
chr5:-:151673216-151674629	0.025	0.025
chr5:-:151673216-151674644	0.025	0.025
chr5:-:151674671-151676131	0.85	0.85
chr5:-:151742959-151751703	0	0
chr5:-:151746449-151758545	0.075	0.075
chr5:-:151751776-151758545	0	0
chr5:-:151753894-151758545	0	0
chr5:-:157787743-157787800	0.025	0.025
chr5:-:157789506-157791702	0	0
chr5:-:157791989-157794897	0	0
chr5:-:157794915-157803691	0	0
chr5:-:157805924-157806009	0.025	0.025
chr5:-:157813189-157814184	0	0
chr5:-:168559157-168561252	0	0
chr5:-:168561494-168563888	0	0
chr5:-:177331884-177331923	0	0
chr5:-:177334377-177337135	0	0
chr5:-:177337769-177338487	0	0
chr5:-:177459264-177460431	0	0
chr5:-:177460676-177466804	0.025	0.025
chr5:-:177467059-177467254	0.1	0.1
chr5:-:177467317-177467742	0	0
chr5:-:177470163-177470202	0	0
chr5:-:178153552-178153657	0.025	0.025
chr5:-:179614777-179615545	0.5	0.5
chr5:-:179616191-179616898	0.025	0.025
chr5:-:179616218-179616907	0	0
chr5:-:179616880-179617032	0.15	0.15
chr5:-:179616922-179617026	0.025	0.025
chr5:-:179616951-179617050	0	0
chr5:-:179617649-179617983	0	0
chr5:-:179617911-179617983	0	0
chr5:-:179618051-179618144	0.075	0.075
chr5:-:179618294-179619268	0.025	0.025
chr5:-:179618323-179623036	0.025	0.025
chr5:-:179620602-179620891	0.025	0.025
chr5:-:179620632-179620891	0	0
chr5:-:179620755-179620891	0.025	0.025
chr5:-:179621027-179621241	0.025	0.025
chr5:-:179621167-179621241	0	0
chr5:-:179621348-179621842	0.05	0.05
chr5:-:179621348-179623036	0	0
chr5:-:179621370-179623036	0	0
chr5:-:179862377-179862673	0	0
chr5:-:179863718-179863825	0	0
chr5:-:179865352-179867777	0	0
chr5:-:179865355-179865837	0.025	0.025
chr5:-:179865885-179867444	0	0
chr5:-:179865885-179867777	0.125	0.125
chr5:-:179865888-179866419	0	0
chr5:-:179865888-179867175	0.025	0.025
chr5:-:179866229-179866253	0.125	0.125
chr5:-:179867854-179869768	0	0
chr5:-:179871530-179872896	0	0
chr5:-:179871767-179871861	0.025	0.025
chr5:-:179871767-179872143	0.05	0.05
chr5:-:179871861-179872096	0.025	0.025
chr5:-:179872401-179872891	0.025	0.025
chr5:-:179875187-179878308	0	0
chr5:-:179879197-179888102	0	0
chr5:-:179879727-179888102	0	0
chr5:-:179879730-179888102	0	0
chr5:-:179885136-179888102	0.025	0.025
chr5:-:179888192-179891378	0	0
chr5:-:179958109-179971601	0	0
chr5:-:179963561-179966805	0.025	0.025
chr5:-:179980200-179980532	0	0
chr5:-:179997715-179998087	0	0
chr5:-:180013088-180013160	0	0
chr5:-:180795875-180808501	0	0
chr5:-:180795875-180808647	0.025	0.025
chr5:-:181237005-181239561	0	0
chr5:-:181237656-181238205	0.025	0.025
chr5:-:181237712-181238098	0	0
chr5:-:181238230-181239066	0.025	0.025
chr5:-:181239125-181239516	0.025	0.025
chr5:-:181239177-181239492	0.025	0.025
chr5:-:181239177-181242227	0	0
chr5:-:181239532-181241491	0.025	0.025
chr5:-:181239582-181241514	0.075	0.075
chr5:-:181239826-181240442	0	0
chr5:-:181241544-181243691	0.075	0.075
chr5:-:181242234-181242273	0	0
chr5:-:32143880-32170616	0.025	0.025
chr5:-:32155831-32156377	0	0
chr5:-:32158723-32173058	0	0
chr5:-:32162464-32163050	0	0
chr5:-:32376074-32377412	0	0
chr5:-:32404097-32414968	0	0
chr5:-:32431938-32432105	0	0
chr5:-:32433985-32435059	0.075	0.075
chr5:-:40832556-40834180	0.025	0.025
chr5:-:40832573-40834197	0	0
chr5:-:40834017-40834180	0.025	0.025
chr5:-:40834248-40834497	0.025	0.025
chr5:-:40834567-40835182	0	0
chr5:-:42800928-42801069	0	0
chr5:-:42801121-42804655	0	0
chr5:-:42801331-42811835	0	0
chr5:-:42804711-42806895	0.125	0.125
chr5:-:42804773-42811835	0	0
chr5:-:55941800-55942669	0	0
chr5:-:55951552-55951928	0	0
chr5:-:55952315-55954809	0.025	0.025
chr5:-:55956216-55957208	0	0
chr5:-:55956235-55968275	0	0
chr5:-:55957291-55959629	0	0
chr5:-:55960428-55968338	0	0
chr5:-:55963379-55976214	0	0
chr5:-:55963501-55964145	0.025	0.025
chr5:-:55963506-55968275	0	0
chr5:-:55963506-55976214	0	0
chr5:-:58455414-58455658	0.025	0.025
chr5:-:58456152-58456491	0.025	0.025
chr5:-:77693348-77708241	0.1	0.1
chr5:-:77760982-77761022	0	0
chr5:-:82276242-82276397	0.05	0.05
chr5:-:82276516-82277694	0	0
chr5:-:82276518-82277075	0.025	0.025
chr5:-:82277171-82277692	0.025	0.025
chr5:-:82277824-82278319	0.025	0.025
chr5:-:82277847-82278319	0	0
chr6:+:10725037-10725269	0	0
chr6:+:10725037-10725910	0	0
chr6:+:10749934-10750072	0	0
chr6:+:10751234-10756466	0	0
chr6:+:10755232-10756784	0.025	0.025
chr6:+:10756784-10756809	0.05	0.05
chr6:+:110958826-110959177	0.025	0.025
chr6:+:110958829-110959171	0.025	0.025
chr6:+:110962505-110967593	0	0
chr6:+:113857847-113859685	0.025	0.025
chr6:+:113859206-113859682	0.025	0.025
chr6:+:113859372-113859682	0.025	0.025
chr6:+:113859724-113859991	0	0
chr6:+:113859871-113859955	0.025	0.025
chr6:+:113859871-113859997	0.025	0.025
chr6:+:113859871-113860393	0.025	0.025
chr6:+:113859955-113860243	0.025	0.025
chr6:+:113860121-113860243	0.05	0.05
chr6:+:113860151-113860243	0	0
chr6:+:113860243-113860567	0.05	0.05
chr6:+:113860288-113860357	0.025	0.025
chr6:+:113860288-113860528	0.025	0.025
chr6:+:113860323-113860348	0.025	0.025
chr6:+:113860369-113860805	0.025	0.025
chr6:+:132814782-132815015	0.2	0.2
chr6:+:132814782-132815017	0.1	0.1
chr6:+:132814782-132816460	0	0
chr6:+:132815017-132815069	0	0
chr6:+:132816512-132816981	0.05	0.05
chr6:+:132816534-132816981	0	0
chr6:+:132816563-132816974	0.075	0.075
chr6:+:139028875-139033748	0.025	0.025
chr6:+:139028875-139034158	0.075	0.075
chr6:+:139029312-139034154	0.05	0.05
chr6:+:139033855-139034154	0	0
chr6:+:144285821-144287965	0.075	0.075
chr6:+:144286571-144291736	0.375	0.375
chr6:+:144308092-144403122	0	0
chr6:+:144331018-144374505	0	0
chr6:+:144344304-144374505	0	0
chr6:+:144349378-144403122	0	0
chr6:+:144387285-144403122	0	0
chr6:+:144403300-144421877	0	0
chr6:+:144422033-144423548	0.1	0.1
chr6:+:144436126-144437622	0	0
chr6:+:144436138-144438744	0.075	0.075
chr6:+:144447781-144448608	0	0
chr6:+:144448668-144451369	0.125	0.125
chr6:+:144453869-144458772	0.525	0.525
chr6:+:144461315-144482286	0	0
chr6:+:144482238-144482307	0	0
chr6:+:144487697-144488676	0	0
chr6:+:144488834-144490083	0	0
chr6:+:144514820-144516810	0.025	0.025
chr6:+:144523188-144531063	0	0
chr6:+:144542870-144547489	0	0
chr6:+:144547633-144548639	0	0
chr6:+:144551082-144554642	0	0
chr6:+:144766705-144771906	0	0
chr6:+:144766751-144771906	0	0
chr6:+:144797990-144803041	0.025	0.025
chr6:+:144840836-144846804	0.025	0.025
chr6:+:158232303-158232688	0	0
chr6:+:158232303-158245179	0.075	0.075
chr6:+:158232303-158267233	0	0
chr6:+:158232303-158282262	0.525	0.525
chr6:+:158232303-158310365	0	0
chr6:+:158245333-158282262	0	0
chr6:+:158245333-158312050	0	0
chr6:+:158267272-158282262	0	0
chr6:+:158282378-158310365	0.05	0.05
chr6:+:158291237-158312050	0	0
chr6:+:159797369-159798051	0.075	0.075
chr6:+:163415335-163534981	0	0
chr6:+:163478860-163535002	0	0
chr6:+:163560467-163560565	0	0
chr6:+:163562069-163563422	0	0
chr6:+:21594328-21594867	0.125	0.125
chr6:+:21595018-21595257	0.05	0.05
chr6:+:21596426-21596455	0	0
chr6:+:21596590-21596896	0.05	0.05
chr6:+:21596873-21597313	0	0
chr6:+:26156475-26156760	0.325	0.325
chr6:+:26156475-26156787	0.025	0.025
chr6:+:26156720-26156780	0.025	0.025
chr6:+:26156720-26156837	0.075	0.075
chr6:+:26156720-26157029	0.05	0.05
chr6:+:26156760-26156787	0.025	0.025
chr6:+:26156771-26157005	0.025	0.025
chr6:+:26156810-26156837	0.025	0.025
chr6:+:26156861-26156898	0.05	0.05
chr6:+:26156921-26157011	0.125	0.125
chr6:+:26156939-26157029	0.025	0.025
chr6:+:26156981-26157005	0.025	0.025
chr6:+:26156981-26157011	0.025	0.025
chr6:+:26158343-26158547	0	0
chr6:+:26158559-26158857	0.025	0.025
chr6:+:26158559-26159277	0	0
chr6:+:26159490-26170974	0.05	0.05
chr6:+:26163918-26170974	0	0
chr6:+:26273026-26273326	0	0
chr6:+:27824143-27824164	0	0
chr6:+:29723527-29723682	0	0
chr6:+:29723927-29724246	0	0
chr6:+:29724082-29724172	0.025	0.025
chr6:+:29724082-29724189	0.1	0.1
chr6:+:29724306-29724351	0.025	0.025
chr6:+:29725563-29726014	0	0
chr6:+:29942559-29942893	0	0
chr6:+:29942626-29942868	0.175	0.175
chr6:+:29942772-29942868	0.25	0.25
chr6:+:29942772-29942959	0.025	0.025
chr6:+:29942772-29943284	0	0
chr6:+:29943026-29943284	0	0
chr6:+:29943026-29943341	0.05	0.05
chr6:+:29943975-29944252	0.025	0.025
chr6:+:29944397-29944501	0	0
chr6:+:29944616-29944951	0	0
chr6:+:29944616-29945040	0	0
chr6:+:29945281-29945460	0.025	0.025
chr6:+:29945281-29945520	0.025	0.025
chr6:+:29945560-29945584	0.025	0.025
chr6:+:29945562-29945587	0.025	0.025
chr6:+:30067229-30068589	0.025	0.025
chr6:+:30067291-30068589	0	0
chr6:+:30489995-30490256	0.025	0.025
chr6:+:30489995-30490313	0.7	0.7
chr6:+:30490021-30490313	0	0
chr6:+:30490303-30490331	0.025	0.025
chr6:+:30491183-30491495	0.025	0.025
chr6:+:30491412-30492403	0.05	0.05
chr6:+:30491653-30492412	0	0
chr6:+:30491855-30493223	0.025	0.025
chr6:+:30491860-30493229	0.025	0.025
chr6:+:30492583-30493005	0	0
chr6:+:30492583-30494083	0.025	0.025
chr6:+:30493191-30493223	0.125	0.125
chr6:+:30493633-30493659	0	0
chr6:+:30493818-30493987	0.1	0.1
chr6:+:30493818-30494031	0.025	0.025
chr6:+:30619989-30624882	0.075	0.075
chr6:+:30625819-30626125	0.025	0.025
chr6:+:30720480-30723938	0	0
chr6:+:30723028-30723344	0.075	0.075
chr6:+:30723028-30723886	0	0
chr6:+:30723354-30723435	0.025	0.025
chr6:+:30723419-30723886	0.025	0.025
chr6:+:30723431-30724391	0.025	0.025
chr6:+:30723431-30724398	0.025	0.025
chr6:+:30724419-30724472	0.1	0.1
chr6:+:30884710-30884981	0	0
chr6:+:30884710-30885067	0	0
chr6:+:30885231-30885624	0	0
chr6:+:30889010-30889322	0	0
chr6:+:30897141-30897403	0	0
chr6:+:30897574-30898266	0	0
chr6:+:30899290-30899519	0.3	0.3
chr6:+:30899290-30899522	0.025	0.025
chr6:+:30899433-30899519	0.35	0.35
chr6:+:30899433-30899522	0.05	0.05
chr6:+:31615736-31616021	0	0
chr6:+:31620858-31623731	0	0
chr6:+:31622901-31624260	0	0
chr6:+:31623631-31623731	0	0
chr6:+:31626162-31626981	0	0
chr6:+:31626162-31626984	0.025	0.025
chr6:+:31626862-31626984	0.4	0.4
chr6:+:31628158-31628213	0	0
chr6:+:31628181-31629143	0.1	0.1
chr6:+:31629334-31629553	0.05	0.05
chr6:+:31629830-31630590	0	0
chr6:+:31629845-31630596	0.025	0.025
chr6:+:31630709-31631183	0	0
chr6:+:31630801-31631141	0.025	0.025
chr6:+:31631875-31632346	0	0
chr6:+:31632358-31632609	0	0
chr6:+:31632720-31632885	0.025	0.025
chr6:+:31632763-31632885	0.025	0.025
chr6:+:31632992-31633435	0	0
chr6:+:31634320-31635201	0.025	0.025
chr6:+:31634557-31634797	0.025	0.025
chr6:+:31635465-31635966	0	0
chr6:+:31636419-31636518	0	0
chr6:+:31636419-31636591	0	0
chr6:+:31636608-31637041	0.025	0.025
chr6:+:31636950-31637041	0	0
chr6:+:31637324-31637533	0	0
chr6:+:31666208-31666831	0	0
chr6:+:31666849-31667921	0	0
chr6:+:31817346-31817529	0.025	0.025
chr6:+:31817463-31817547	0.025	0.025
chr6:+:31828025-31828229	0.025	0.025
chr6:+:31828025-31828256	0.025	0.025
chr6:+:31828124-31828229	0.05	0.05
chr6:+:31829273-31829369	0.025	0.025
chr6:+:31830033-31830089	0	0
chr6:+:31946285-31946556	0.025	0.025
chr6:+:31947521-31947768	0	0
chr6:+:31947521-31947801	0.075	0.075
chr6:+:31947843-31947955	0.25	0.25
chr6:+:31948194-31948373	0.05	0.05
chr6:+:31948386-31948410	0	0
chr6:+:31949344-31949458	0.075	0.075
chr6:+:31950393-31950618	0.025	0.025
chr6:+:31950403-31950621	0.025	0.025
chr6:+:31950403-31950737	0.025	0.025
chr6:+:31950403-31951104	0	0
chr6:+:31951244-31951344	0.025	0.025
chr6:+:31951604-31951774	0.025	0.025
chr6:+:31951604-31951788	0.025	0.025
chr6:+:31984765-31990578	0.025	0.025
chr6:+:31994683-31994975	0.025	0.025
chr6:+:31994707-31994954	0	0
chr6:+:31995194-31995335	0	0
chr6:+:31995794-31996057	0	0
chr6:+:31995976-31996057	0.025	0.025
chr6:+:31996000-31996078	0	0
chr6:+:31996111-31996290	0.025	0.025
chr6:+:31996323-31996432	0	0
chr6:+:32028532-32028795	0	0
chr6:+:32028849-32028968	0	0
chr6:+:32028849-32029028	0.025	0.025
chr6:+:32029798-32029966	0	0
chr6:+:32030501-32031583	0	0
chr6:+:32179763-32179901	0	0
chr6:+:32440032-32442450	0.5	0.5
chr6:+:32440036-32442473	0.025	0.025
chr6:+:32440036-32444747	0	0
chr6:+:32442580-32442626	0	0
chr6:+:32442612-32443193	0.025	0.025
chr6:+:32442693-32443193	0.05	0.05
chr6:+:32443466-32443793	0	0
chr6:+:32443906-32444651	0.025	0.025
chr6:+:32443921-32444668	0	0
chr6:+:32637525-32641309	0.05	0.05
chr6:+:32641558-32641973	0	0
chr6:+:32858129-32858363	0	0
chr6:+:32974461-32974627	0	0
chr6:+:32976169-32976257	0.2	0.2
chr6:+:32976169-32976262	0.025	0.025
chr6:+:32976169-32976312	0.025	0.025
chr6:+:32978005-32978164	0.15	0.15
chr6:+:33080534-33080697	0	0
chr6:+:33080935-33083784	0	0
chr6:+:33080935-33085039	0	0
chr6:+:33080935-33085134	0	0
chr6:+:33200938-33201382	0	0
chr6:+:33202125-33202267	0	0
chr6:+:33272122-33272634	0.2	0.2
chr6:+:33272726-33276003	0.025	0.025
chr6:+:33275883-33275940	0	0
chr6:+:33275883-33275991	0.5	0.5
chr6:+:33276066-33276390	0	0
chr6:+:33276066-33276418	0.025	0.025
chr6:+:33276066-33276460	0	0
chr6:+:33276188-33276212	0.025	0.025
chr6:+:33289620-33289838	0.175	0.175
chr6:+:33289620-33289841	0.05	0.05
chr6:+:33289628-33289838	0.025	0.025
chr6:+:33289628-33289841	0.075	0.075
chr6:+:33290244-33290715	0.125	0.125
chr6:+:34237317-34239292	0	0
chr6:+:34237714-34240736	0.025	0.025
chr6:+:34240000-34240736	0	0
chr6:+:34240903-34242727	0	0
chr6:+:34243522-34244833	0	0
chr6:+:34243522-34244836	0	0
chr6:+:34245571-34245646	0.025	0.025
chr6:+:34245608-34245641	0	0
chr6:+:34245675-34245990	0.025	0.025
chr6:+:34770315-34773583	0	0
chr6:+:35468439-35468596	0	0
chr6:+:35468439-35468801	0.6	0.6
chr6:+:35468596-35468798	0	0
chr6:+:35468596-35468801	0	0
chr6:+:35468829-35469483	0.025	0.025
chr6:+:35469027-35469314	0.025	0.025
chr6:+:35469027-35469405	0.05	0.05
chr6:+:35469027-35469432	0.05	0.05
chr6:+:35469027-35469435	0.35	0.35
chr6:+:35469447-35469483	0.025	0.025
chr6:+:35469529-35470183	0.075	0.075
chr6:+:35469529-35470208	0	0
chr6:+:35469529-35470247	0.125	0.125
chr6:+:35470247-35470579	0.025	0.025
chr6:+:35470318-35470598	0.025	0.025
chr6:+:35470351-35470503	0.025	0.025
chr6:+:35470351-35470598	0.025	0.025
chr6:+:36451632-36470051	0	0
chr6:+:36470129-36470242	0	0
chr6:+:36475062-36481561	0	0
chr6:+:36490297-36490610	0.15	0.15
chr6:+:36490321-36490634	0.025	0.025
chr6:+:36490466-36490764	0	0
chr6:+:36490472-36490770	0	0
chr6:+:36598983-36600207	0	0
chr6:+:36684431-36684495	0.025	0.025
chr6:+:37820016-38061592	0.075	0.075
chr6:+:37839790-37840376	0	0
chr6:+:37854435-37854480	0	0
chr6:+:37858454-37858536	0	0
chr6:+:37878441-37878501	0.025	0.025
chr6:+:37947041-37947190	0.025	0.025
chr6:+:37947061-37947190	0	0
chr6:+:37962591-37962657	0.15	0.15
chr6:+:37962884-37962991	0	0
chr6:+:37978027-38098595	0	0
chr6:+:38003884-38061592	0	0
chr6:+:38082457-38152234	0	0
chr6:+:38087951-38089589	0	0
chr6:+:38121122-38121279	0	0
chr6:+:41789332-41789567	0.175	0.175
chr6:+:42880966-42883453	0.175	0.175
chr6:+:42883528-42884612	0	0
chr6:+:42884750-42886255	0.025	0.025
chr6:+:42886083-42886260	0	0
chr6:+:42886470-42886920	0	0
chr6:+:42886470-42887267	0	0
chr6:+:42886897-42887486	0	0
chr6:+:42887351-42887486	0	0
chr6:+:42889203-42889235	0.025	0.025
chr6:+:42889203-42889337	0	0
chr6:+:42929721-42929846	0	0
chr6:+:42929721-42935411	0	0
chr6:+:42929721-42935573	0.05	0.05
chr6:+:42934536-42935643	0	0
chr6:+:42934598-42935411	0.7	0.7
chr6:+:42935473-42935573	0.6	0.6
chr6:+:42937839-42938110	0.025	0.025
chr6:+:43018216-43018347	0	0
chr6:+:43018678-43019108	0	0
chr6:+:43021784-43026036	0	0
chr6:+:43025329-43026040	0	0
chr6:+:43026141-43027192	0	0
chr6:+:44221685-44226060	0	0
chr6:+:44223641-44227259	0.025	0.025
chr6:+:44229791-44229916	0	0
chr6:+:44247195-44248342	0	0
chr6:+:44247195-44248683	0.025	0.025
chr6:+:44247195-44249376	0	0
chr6:+:44248379-44248629	0	0
chr6:+:44248662-44250416	0.025	0.025
chr6:+:44248780-44249376	0	0
chr6:+:44249026-44249376	0	0
chr6:+:44249431-44250299	0.05	0.05
chr6:+:44249583-44249684	0.025	0.025
chr6:+:44249793-44250036	0.025	0.025
chr6:+:44249807-44250115	0.025	0.025
chr6:+:44250038-44250345	0.025	0.025
chr6:+:44250093-44250308	0.025	0.025
chr6:+:44250109-44250359	0.025	0.025
chr6:+:44250318-44250345	0.025	0.025
chr6:+:44250345-44250369	0.075	0.075
chr6:+:44250466-44250527	0.05	0.05
chr6:+:44250599-44251060	0.05	0.05
chr6:+:44251507-44252207	0.025	0.025
chr6:+:44251587-44251817	0.025	0.025
chr6:+:44251587-44252003	0.025	0.025
chr6:+:44251587-44252171	0.025	0.025
chr6:+:44251884-44252108	0.05	0.05
chr6:+:44251998-44252108	0.025	0.025
chr6:+:44252154-44252255	0	0
chr6:+:44252258-44253122	0.025	0.025
chr6:+:44252267-44253024	0.075	0.075
chr6:+:44252267-44253061	0	0
chr6:+:44252267-44253094	0.025	0.025
chr6:+:44253378-44253500	0.1	0.1
chr6:+:44253598-44253638	0.025	0.025
chr6:+:4787745-4787817	0	0
chr6:+:4835884-4891712	0	0
chr6:+:4837509-4837818	0	0
chr6:+:4881507-4891712	0.025	0.025
chr6:+:7545723-7555717	0.05	0.05
chr6:+:7558264-7562651	0	0
chr6:+:7563786-7565362	0.1	0.1
chr6:+:7566481-7571931	0.025	0.025
chr6:+:7569244-7570436	0.025	0.025
chr6:+:7569244-7582641	0.025	0.025
chr6:+:7571467-7574703	0.025	0.025
chr6:+:7574795-7575366	0.025	0.025
chr6:+:7577886-7578470	0	0
chr6:+:7577886-7582754	0	0
chr6:+:7578562-7579289	0.025	0.025
chr6:+:7579772-7580240	0.025	0.025
chr6:+:7580024-7580492	0.05	0.05
chr6:+:7580240-7580327	0.025	0.025
chr6:+:7580240-7582641	0.375	0.375
chr6:+:7580534-7581050	0.025	0.025
chr6:+:7583383-7583412	0.05	0.05
chr6:+:7585201-7585234	0.025	0.025
chr6:+:7585351-7585390	0	0
chr6:+:7585351-7585531	0	0
chr6:+:89080973-89081078	0.075	0.075
chr6:+:89081197-89083752	0	0
chr6:-:106970037-106971250	0.025	0.025
chr6:-:106970551-106970627	0.025	0.025
chr6:-:106970551-106970686	0.05	0.05
chr6:-:106970618-106970784	0.075	0.075
chr6:-:106970638-106970702	0.025	0.025
chr6:-:106970899-106970937	0.025	0.025
chr6:-:106971013-106971429	0.025	0.025
chr6:-:106971194-106971216	0.025	0.025
chr6:-:106971194-106971250	0.225	0.225
chr6:-:106971237-106971280	0	0
chr6:-:106971237-106971436	0.025	0.025
chr6:-:106971250-106971280	0.025	0.025
chr6:-:106971250-106971567	0.05	0.05
chr6:-:106971262-106971567	0.025	0.025
chr6:-:106971290-106971436	0	0
chr6:-:106971296-106971567	0.025	0.025
chr6:-:106971411-106971769	0.025	0.025
chr6:-:106971422-106971725	0.025	0.025
chr6:-:106971435-106971476	0	0
chr6:-:106971466-106971599	0	0
chr6:-:106971567-106971641	0.05	0.05
chr6:-:106971651-106971708	0.025	0.025
chr6:-:106971659-106974577	0.025	0.025
chr6:-:106971823-106974577	0.225	0.225
chr6:-:106971834-106973316	0.075	0.075
chr6:-:106972036-106974577	0.025	0.025
chr6:-:106973629-106974130	0.025	0.025
chr6:-:106974168-106974577	0.05	0.05
chr6:-:106974315-106974577	0.025	0.025
chr6:-:108212254-108222949	0	0
chr6:-:108214615-108222949	0.025	0.025
chr6:-:108214622-108260765	0.025	0.025
chr6:-:108215923-108222949	0	0
chr6:-:108223024-108260759	0.025	0.025
chr6:-:109366810-109367107	0	0
chr6:-:109368252-109368378	0.025	0.025
chr6:-:109368264-109368378	0	0
chr6:-:109370455-109376073	0.025	0.025
chr6:-:109374404-109374433	0.025	0.025
chr6:-:109375452-109376073	0	0
chr6:-:109379650-109382203	0.05	0.05
chr6:-:113949260-113953327	0	0
chr6:-:116158028-116158613	0	0
chr6:-:116277379-116277409	0.025	0.025
chr6:-:116277398-116277614	0	0
chr6:-:116278683-116278807	0	0
chr6:-:116279191-116279278	0.025	0.025
chr6:-:122444108-122444235	0.05	0.05
chr6:-:122453892-122454150	0	0
chr6:-:131948528-131948970	0.025	0.025
chr6:-:131949557-131949948	0.325	0.325
chr6:-:131950015-131950291	0	0
chr6:-:131950537-131950769	0	0
chr6:-:136276027-136276057	0	0
chr6:-:136278402-136278558	0.025	0.025
chr6:-:136278428-136279762	0	0
chr6:-:13632518-13634430	0.15	0.15
chr6:-:13632521-13634381	0	0
chr6:-:13641307-13644544	0	0
chr6:-:13644729-13651032	0	0
chr6:-:13644729-13657108	0	0
chr6:-:13652681-13657180	0	0
chr6:-:13686934-13686967	0	0
chr6:-:13696896-13699518	0.05	0.05
chr6:-:13696896-13710728	0	0
