chr	source	start	end	strand	enst	symbol	ensg
16	havana	85805069	85807031	+	ENST00000562929	COX4I1	ENSG00000131143
16	ensembl_havana	27224994	27268772	-	ENST00000361439	NSMCE1	ENSG00000169189
16	ensembl_havana	680410	682801	+	ENST00000219548	STUB1	ENSG00000103266
16	havana	30225250	30249136	-	ENST00000697188	NPIPB13	ENSG00000198064
16	havana	30225374	30255268	-	ENST00000697189	NPIPB13	ENSG00000198064
16	havana	11837718	11851580	-	ENST00000396503	RSL1D1	ENSG00000171490
16	havana	11872684	11897888	-	ENST00000563468	GSPT1	ENSG00000103342
16	havana	22505845	22513834	+	ENST00000356156	NPIPB5	ENSG00000243716
16	havana	22510891	22536535	+	ENST00000424340	NPIPB5	ENSG00000243716
16	havana	22523523	22527880	+	ENST00000539929	NPIPB5	ENSG00000243716
16	havana	22523843	22528107	+	ENST00000538590	NPIPB5	ENSG00000243716
16	ensembl_havana	22527566	22533737	+	ENST00000621622	NPIPB5	ENSG00000243716
16	havana	22531492	22533812	+	ENST00000442450	NPIPB5	ENSG00000243716
16	havana	8893788	8936729	-	ENST00000381886	USP7	ENSG00000187555
16	havana	67847211	67871323	+	ENST00000568396	NUTF2	ENSG00000102898
16	ensembl_havana	87392336	87404774	+	ENST00000268607	MAP1LC3B	ENSG00000140941
16	ensembl_havana	2155782	2178129	+	ENST00000326181	TRAF7	ENSG00000131653
16	ensembl_havana	2253120	2268126	-	ENST00000320225	RNPS1	ENSG00000205937
16	ensembl_havana	29806106	29811160	+	ENST00000545521	MAZ	ENSG00000103495
16	ensembl_havana	29806529	29811164	+	ENST00000219782	MAZ	ENSG00000103495
16	havana	18359834	18368364	-	ENST00000528301	NPIPA9	ENSG00000233024
16	ensembl_havana	18499927	18562097	-	ENST00000622306	NOMO2	ENSG00000185164
16	ensembl_havana	14975012	15139339	+	ENST00000535621	PDXDC1	ENSG00000179889
16	ensembl_havana	14975123	15037687	+	ENST00000569715	PDXDC1	ENSG00000179889
16	havana	29491503	29505516	-	ENST00000547235	NPIPB12	ENSG00000169203
16	havana	2752626	2771393	+	ENST00000576924	SRRM2	ENSG00000167978
16	ensembl_havana	2752638	2771412	+	ENST00000301740	SRRM2	ENSG00000167978
16	havana	2757575	2765043	+	ENST00000575870	SRRM2	ENSG00000167978
16	havana	2760033	2762211	+	ENST00000572952	SRRM2	ENSG00000167978
16	havana	2767856	2768939	+	ENST00000572721	SRRM2	ENSG00000167978
16	havana	2768746	2770229	+	ENST00000576878	SRRM2	ENSG00000167978
16	havana	2769374	2771410	+	ENST00000574331	SRRM2	ENSG00000167978
17	havana	27294093	27313631	+	ENST00000467843	WSB1	ENSG00000109046
17	ensembl_havana	20999596	21043011	-	ENST00000261497	USP22	ENSG00000124422
17	ensembl_havana	18183828	18209954	+	ENST00000399138	ALKBH5	ENSG00000091542
17	ensembl_havana	35587274	35726409	+	ENST00000621914	AP2B1	ENSG00000006125
17	ensembl_havana	39980807	39997959	+	ENST00000264639	PSMD3	ENSG00000108344
17	havana	40122573	40130293	+	ENST00000577454	MSL1	ENSG00000188895
17	ensembl_havana	38870058	38921770	+	ENST00000318008	LASP1	ENSG00000002834
17	ensembl_havana	39921043	39927601	-	ENST00000304046	ORMDL3	ENSG00000172057
17	havana	39921043	39921749	-	ENST00000579287	ORMDL3	ENSG00000172057
17	ensembl_havana	31851871	31859244	-	ENST00000302362	COPRS	ENSG00000172301
17	ensembl_havana	40443450	40457725	+	ENST00000269593	IGFBP4	ENSG00000141753
17	ensembl_havana	50719599	50751617	+	ENST00000393227	LUC7L3	ENSG00000108848
17	ensembl_havana	50719603	50752709	+	ENST00000240304	LUC7L3	ENSG00000108848
17	ensembl_havana	6756046	6775647	+	ENST00000361842	XAF1	ENSG00000132530
17	ensembl_havana	40140537	40172171	+	ENST00000264645	CASC3	ENSG00000108349
17	havana	47971104	47981772	+	ENST00000584063	CDK5RAP3	ENSG00000108465
17	ensembl_havana	48908407	48929056	+	ENST00000360943	UBE2Z	ENSG00000159202
17	ensembl_havana	42797625	42798704	-	ENST00000328434	COA3	ENSG00000183978
17	havana	40628468	40647839	-	ENST00000431889	SMARCE1	ENSG00000073584
17	ensembl_havana	50862223	50866354	-	ENST00000499247	TOB1	ENSG00000141232
17	ensembl_havana	48070059	48101478	-	ENST00000225603	CBX1	ENSG00000108468
17	ensembl_havana	61942605	62065278	-	ENST00000397786	MED13	ENSG00000108510
17	havana	62010427	62030000	-	ENST00000583958	MED13	ENSG00000108510
17	havana	48048370	48061479	+	ENST00000357480	NFE2L1	ENSG00000082641
17	havana	48048607	48051041	+	ENST00000583060	NFE2L1	ENSG00000082641
17	havana	48892765	48895871	+	ENST00000355938	ATP5MC1	ENSG00000159199
17	havana	59837855	59840207	+	ENST00000588617	VMP1	ENSG00000062716
17	havana	59837931	59842255	+	ENST00000592790	VMP1	ENSG00000062716
17	havana	7579638	7580479	+	ENST00000584502	CD68	ENSG00000129226
17	ensembl_havana	7579638	7582111	+	ENST00000250092	CD68	ENSG00000129226
17	ensembl_havana	28346633	28357527	-	ENST00000540200	POLDIP2	ENSG00000004142
17	ensembl_havana	1464186	1485760	-	ENST00000648446	MYO1C	ENSG00000197879
17	ensembl_havana	1762060	1777565	+	ENST00000254722	SERPINF1	ENSG00000132386
17	havana	1776450	1777565	+	ENST00000572517	SERPINF1	ENSG00000132386
17	ensembl_havana	72121020	72126416	+	ENST00000245479	SOX9	ENSG00000125398
17	ensembl_havana	42998419	43002959	+	ENST00000253788	RPL27	ENSG00000131469
17	ensembl_havana	42124979	42154989	-	ENST00000346213	RAB5C	ENSG00000108774
17	ensembl_havana	17042849	17185560	+	ENST00000341712	MPRIP	ENSG00000133030
17	ensembl_havana	7930349	7931946	-	ENST00000303731	TRAPPC1	ENSG00000170043
17	ensembl_havana	8159149	8162948	-	ENST00000316509	VAMP2	ENSG00000220205
17	ensembl_havana	8377516	8383193	-	ENST00000648839	RPL26	ENSG00000161970
17	ensembl_havana	76734115	76737331	-	ENST00000359995	SRSF2	ENSG00000161547
17	ensembl_havana	76734115	76737333	-	ENST00000392485	SRSF2	ENSG00000161547
17	havana	44883556	44899445	-	ENST00000589825	EFTUD2	ENSG00000108883
17	ensembl_havana	15229779	15265326	-	ENST00000312280	PMP22	ENSG00000109099
17	ensembl_havana	7307628	7312463	+	ENST00000336458	EIF5A	ENSG00000132507
17	ensembl_havana	81703367	81707517	+	ENST00000333676	MRPL12	ENSG00000262814
17	ensembl_havana	75776434	75779779	-	ENST00000254810	H3-3B	ENSG00000132475
17	havana	75778020	75779778	-	ENST00000593254	H3-3B	ENSG00000132475
17	havana	75778250	75779758	-	ENST00000592643	H3-3B	ENSG00000132475
17	havana	75778567	75779286	-	ENST00000587560	H3-3B	ENSG00000132475
17	ensembl_havana	75845699	75855335	-	ENST00000254806	WBP2	ENSG00000132471
17	ensembl_havana	76038785	76072517	-	ENST00000307877	SRP68	ENSG00000167881
17	ensembl_havana	56978131	57006768	+	ENST00000262288	SCPEP1	ENSG00000121064
17	havana	57256774	57565995	+	ENST00000582453	MSI2	ENSG00000153944
17	ensembl_havana	58003360	58007261	-	ENST00000582730	SRSF1	ENSG00000136450
17	havana	58004849	58007261	-	ENST00000583741	SRSF1	ENSG00000136450
17	ensembl_havana	58083419	58095542	+	ENST00000579991	DYNLL2	ENSG00000264364
17	ensembl_havana	51166411	51171744	+	ENST00000512737	NME2	ENSG00000243678
17	havana	51153559	51162168	+	ENST00000393196	NME1	ENSG00000239672
17	ensembl_havana	28614446	28645158	-	ENST00000528896	BLTP2	ENSG00000007202
17	ensembl_havana	28719985	28724359	+	ENST00000422514	RPL23A	ENSG00000198242
17	havana	28719991	28721261	+	ENST00000582736	RPL23A	ENSG00000198242
17	havana	28720264	28723933	+	ENST00000394935	RPL23A	ENSG00000198242
17	ensembl_havana	63432304	63446306	-	ENST00000360793	CYB561	ENSG00000008283
17	ensembl_havana	47649919	47685505	+	ENST00000290158	KPNB1	ENSG00000108424
17	ensembl_havana	68035735	68046854	+	ENST00000330459	KPNA2	ENSG00000182481
17	ensembl_havana	64319415	64390860	-	ENST00000563924	PECAM1	ENSG00000261371
17	havana	64499616	64506289	-	ENST00000581230	DDX5	ENSG00000108654
17	havana	64499695	64506521	-	ENST00000578491	DDX5	ENSG00000108654
17	havana	64499914	64505956	-	ENST00000578804	DDX5	ENSG00000108654
17	havana	64500134	64502350	-	ENST00000578758	DDX5	ENSG00000108654
17	havana	64502070	64503435	-	ENST00000579996	DDX5	ENSG00000108654
17	havana	64503095	64506323	-	ENST00000578400	DDX5	ENSG00000108654
17	ensembl_havana	45148475	45152099	+	ENST00000332499	HEXIM1	ENSG00000186834
17	ensembl_havana	75135248	75154512	-	ENST00000409753	JPT1	ENSG00000189159
17	havana	75135992	75153826	-	ENST00000481647	JPT1	ENSG00000189159
17	ensembl_havana	75167868	75182956	-	ENST00000314523	SUMO2	ENSG00000188612
17	havana	75168298	75182563	-	ENST00000578238	SUMO2	ENSG00000188612
17	ensembl_havana	75261879	75266376	+	ENST00000245539	MRPS7	ENSG00000125445
17	ensembl_havana	75318076	75405678	-	ENST00000316804	GRB2	ENSG00000177885
17	ensembl_havana	39200283	39204732	+	ENST00000225430	RPL19	ENSG00000108298
17	havana	39200316	39204727	+	ENST00000579374	RPL19	ENSG00000108298
17	ensembl_havana	7484366	7514616	+	ENST00000617998	POLR2A	ENSG00000181222
17	havana	4710632	4721497	+	ENST00000269260	ARRB2	ENSG00000141480
17	havana	4796164	4798495	+	ENST00000270586	PSMB6	ENSG00000142507
17	ensembl_havana	4833340	4898061	+	ENST00000355280	MINK1	ENSG00000141503
17	ensembl_havana	42402449	42423256	-	ENST00000357037	CAVIN1	ENSG00000177469
17	ensembl_havana	42313324	42388442	-	ENST00000264657	STAT3	ENSG00000168610
17	ensembl_havana	32350138	32370343	+	ENST00000394673	ZNF207	ENSG00000010244
17	ensembl_havana	39700064	39728658	+	ENST00000269571	ERBB2	ENSG00000141736
17	ensembl_havana	78168581	78172720	+	ENST00000225777	SYNGR2	ENSG00000108639
17	ensembl_havana	44034328	44066671	-	ENST00000293406	LSM12	ENSG00000161654
17	ensembl_havana	36948954	37056871	+	ENST00000619387	AATF	ENSG00000275700
17	ensembl_havana	81867721	81871337	-	ENST00000269321	ARHGDIA	ENSG00000141522
17	ensembl_havana	81887835	81891586	-	ENST00000505490	ALYREF	ENSG00000183684
17	havana	81509971	81512799	-	ENST00000573283	ACTG1	ENSG00000184009
17	havana	81509977	81512851	-	ENST00000574671	ACTG1	ENSG00000184009
17	havana	81510690	81512799	-	ENST00000571691	ACTG1	ENSG00000184009
17	havana	81843159	81860508	-	ENST00000680083	P4HB	ENSG00000185624
17	havana	81843161	81860598	-	ENST00000575069	P4HB	ENSG00000185624
17	ensembl_havana	81843166	81860535	-	ENST00000331483	P4HB	ENSG00000185624
17	ensembl_havana	42773449	42779599	+	ENST00000253794	VPS25	ENSG00000131475
17	ensembl_havana	76265348	76271298	+	ENST00000327490	UBALD2	ENSG00000185262
17	ensembl_havana	77281499	77500593	+	ENST00000427177	SEPTIN9	ENSG00000184640
17	ensembl_havana	1344275	1400222	-	ENST00000264335	YWHAE	ENSG00000108953
17	havana	1344540	1400220	-	ENST00000571732	YWHAE	ENSG00000108953
17	havana	1364748	1400200	-	ENST00000489287	YWHAE	ENSG00000108953
17	ensembl_havana	56887909	56914049	-	ENST00000316881	TRIM25	ENSG00000121060
17	ensembl_havana	82614562	82648444	-	ENST00000392325	WDR45B	ENSG00000141580
17	ensembl_havana	50133737	50150677	-	ENST00000612501	PPP1R9B	ENSG00000108819
17	ensembl_havana	50184101	50201631	-	ENST00000225964	COL1A1	ENSG00000108821
17	havana	50199278	50201632	-	ENST00000474644	COL1A1	ENSG00000108821
17	havana	50199289	50200191	-	ENST00000507689	COL1A1	ENSG00000108821
17	ensembl_havana	50367867	50373184	-	ENST00000225969	MRPL27	ENSG00000108826
17	ensembl_havana	50381238	50397523	-	ENST00000225972	LRRC59	ENSG00000108829
17	ensembl_havana	62627670	62693597	+	ENST00000303375	MRC2	ENSG00000011028
17	ensembl_havana	44345302	44353106	+	ENST00000053867	GRN	ENSG00000030582
17	ensembl_havana	74950742	74972759	-	ENST00000425042	HID1	ENSG00000167861
17	ensembl_havana	75038863	75046969	-	ENST00000301587	ATP5PD	ENSG00000167863
17	havana	7012624	7014532	+	ENST00000593646	RNASEK	ENSG00000219200
17	havana	7219908	7222464	+	ENST00000577191	ACADVL	ENSG00000072778
17	ensembl_havana	7219938	7225266	+	ENST00000356839	ACADVL	ENSG00000072778
17	havana	7222640	7223847	+	ENST00000578824	ACADVL	ENSG00000072778
17	havana	7224489	7225266	+	ENST00000583848	ACADVL	ENSG00000072778
17	ensembl_havana	7240008	7242449	-	ENST00000302386	GABARAP	ENSG00000170296
17	havana	7240408	7241819	-	ENST00000577035	GABARAP	ENSG00000170296
17	havana	7241271	7242447	-	ENST00000573928	GABARAP	ENSG00000170296
17	havana	7243591	7251734	-	ENST00000574322	CTDNEP1	ENSG00000175826
17	ensembl_havana	7259903	7262478	-	ENST00000360325	CLDN7	ENSG00000181885
17	ensembl_havana	35871491	35880360	-	ENST00000605140	CCL5	ENSG00000271503
17	ensembl_havana	76679566	76710965	-	ENST00000449428	MXRA7	ENSG00000182534
17	ensembl_havana	7856685	7857559	-	ENST00000575771	NAA38	ENSG00000183011
17	ensembl_havana	7558750	7561601	+	ENST00000338784	TNFSF13	ENSG00000161955
17	ensembl_havana	82078338	82098236	-	ENST00000306749	FASN	ENSG00000169710
17	ensembl_havana	41523617	41528308	-	ENST00000361566	KRT19	ENSG00000171345
17	havana	41524978	41525672	-	ENST00000462611	KRT19	ENSG00000171345
17	havana	41688887	41691212	+	ENST00000591776	EIF1	ENSG00000173812
17	havana	41688895	41691622	+	ENST00000482111	EIF1	ENSG00000173812
17	havana	41688901	41691630	+	ENST00000310837	EIF1	ENSG00000173812
17	havana	41688935	41690999	+	ENST00000469308	EIF1	ENSG00000173812
17	havana	74203582	74209880	+	ENST00000439590	RPL38	ENSG00000172809
17	ensembl_havana	74203678	74210655	+	ENST00000311111	RPL38	ENSG00000172809
17	havana	74203693	74209878	+	ENST00000584577	RPL38	ENSG00000172809
17	ensembl_havana	78971255	78979923	-	ENST00000262776	LGALS3BP	ENSG00000108679
17	havana	78991716	79009764	-	ENST00000392446	CANT1	ENSG00000171302
17	havana	16381091	16382739	+	ENST00000535788	UBB	ENSG00000170315
17	ensembl_havana	16381091	16382740	+	ENST00000302182	UBB	ENSG00000170315
17	havana	68512412	68531939	+	ENST00000585427	PRKAR1A	ENSG00000108946
17	ensembl_havana	68515400	68551319	+	ENST00000588188	PRKAR1A	ENSG00000108946
17	ensembl_havana	41866918	41918951	-	ENST00000352035	ACLY	ENSG00000131473
17	havana	41966815	41975176	+	ENST00000393888	CNP	ENSG00000173786
17	havana	42833397	42843760	+	ENST00000590720	PSME3	ENSG00000131467
17	ensembl_havana	35809484	35847242	+	ENST00000605844	TAF15	ENSG00000270647
17	ensembl_havana	38705273	38729795	+	ENST00000621332	MLLT6	ENSG00000275023
17	havana	38705620	38716335	+	ENST00000620482	MLLT6	ENSG00000275023
17	ensembl_havana	38752741	38764225	+	ENST00000619426	PSMB3	ENSG00000277791
17	ensembl_havana	38765691	38799556	-	ENST00000619039	PIP4K2B	ENSG00000276293
17	ensembl_havana	63550477	63594266	+	ENST00000614556	DCAF7	ENSG00000136485
17	ensembl_havana	4945652	4948530	-	ENST00000225655	PFN1	ENSG00000108518
17	ensembl_havana	4959226	4967817	-	ENST00000206020	SPAG7	ENSG00000091640
17	havana	80135299	80147151	-	ENST00000647795	EIF4A3	ENSG00000141543
17	ensembl_havana	34255285	34257203	+	ENST00000225831	CCL2	ENSG00000108691
17	havana	49404052	49414882	-	ENST00000300408	PHB1	ENSG00000167085
17	ensembl_havana	29255839	29294148	-	ENST00000225388	NUFIP2	ENSG00000108256
17	ensembl_havana	3662895	3668578	-	ENST00000225525	TAX1BP3	ENSG00000213977
17	havana	63746403	63773570	-	ENST00000403162	CCDC47	ENSG00000108588
17	ensembl_havana	63774170	63819317	+	ENST00000389924	DDX42	ENSG00000198231
17	havana	63787036	63798196	+	ENST00000580108	DDX42	ENSG00000198231
17	ensembl_havana	58345178	58352201	-	ENST00000225504	SUPT4H1	ENSG00000213246
17	ensembl_havana	43014607	43022385	-	ENST00000355653	VAT1	ENSG00000108828
17	ensembl_havana	43171214	43211688	+	ENST00000590996	NBR1	ENSG00000188554
17	havana	5432801	5438778	-	ENST00000574444	C1QBP	ENSG00000108561
17	havana	59619905	59694765	+	ENST00000580081	CLTC	ENSG00000141367
17	ensembl_havana	7884796	7912755	+	ENST00000380358	CHD3	ENSG00000170004
17	ensembl_havana	1650629	1684867	-	ENST00000304992	PRPF8	ENSG00000174231
17	ensembl_havana	63827431	63832019	+	ENST00000310144	PSMC5	ENSG00000087191
17	ensembl_havana	18244815	18258738	-	ENST00000327031	FLII	ENSG00000177731
17	ensembl_havana	32492522	32877124	-	ENST00000318217	MYO1D	ENSG00000176658
17	ensembl_havana	74748628	74769353	+	ENST00000262613	SLC9A3R1	ENSG00000109062
17	ensembl_havana	82242667	82273700	-	ENST00000392334	CSNK1D	ENSG00000141551
17	havana	80260866	80395312	+	ENST00000508628	RNF213	ENSG00000173821
17	havana	80287959	80336900	+	ENST00000559070	RNF213	ENSG00000173821
17	havana	80337514	80339446	+	ENST00000571908	RNF213	ENSG00000173821
17	havana	67826142	67982288	+	ENST00000424123	BPTF	ENSG00000171634
17	ensembl_havana	28879339	28897733	-	ENST00000394908	FLOT2	ENSG00000132589
17	ensembl_havana	41754604	41786698	-	ENST00000310706	JUP	ENSG00000173801
17	ensembl_havana	41754609	41786711	-	ENST00000393931	JUP	ENSG00000173801
17	ensembl_havana	41813004	41823213	+	ENST00000321562	FKBP10	ENSG00000141756
17	ensembl_havana	78852977	78925387	-	ENST00000262768	TIMP2	ENSG00000035862
17	havana	7572825	7579006	+	ENST00000293831	EIF4A1	ENSG00000161960
18	ensembl_havana	9708301	9862551	+	ENST00000578921	RAB31	ENSG00000168461
18	ensembl_havana	9102699	9134341	+	ENST00000318388	NDUFV2	ENSG00000178127
18	havana	47868327	47930837	-	ENST00000586514	SMAD2	ENSG00000175387
18	ensembl_havana	59139884	59158832	+	ENST00000587834	SEC11C	ENSG00000166562
18	ensembl_havana	36108531	36129340	-	ENST00000269187	SLC39A6	ENSG00000141424
18	havana	74496307	74521131	+	ENST00000579847	CNDP2	ENSG00000133313
18	ensembl_havana	57600656	57621836	-	ENST00000256854	NARS1	ENSG00000134440
18	havana	57609378	57621792	-	ENST00000587194	NARS1	ENSG00000134440
18	havana	21612331	21629479	+	ENST00000582475	SNRPD1	ENSG00000167088
18	ensembl_havana	3247801	3256236	+	ENST00000217652	MYL12A	ENSG00000101608
18	ensembl_havana	3262133	3278461	+	ENST00000237500	MYL12B	ENSG00000118680
18	havana	49488481	49492465	-	ENST00000580261	RPL17	ENSG00000265681
18	havana	79973513	80033891	-	ENST00000592957	TXNL4A	ENSG00000141759
18	havana	9931777	9954226	+	ENST00000583879	VAPA	ENSG00000101558
18	ensembl_havana	59327823	59359265	-	ENST00000251047	LMAN1	ENSG00000074695
18	ensembl	46084144	46104233	-	ENST00000282050	ATP5F1A	ENSG00000152234
20	havana	5099840	5113103	-	ENST00000202834	TMEM230	ENSG00000089063
20	ensembl_havana	21303331	21389825	+	ENST00000377191	XRN2	ENSG00000088930
20	ensembl_havana	24962925	24992751	-	ENST00000217456	APMAP	ENSG00000101474
20	ensembl_havana	17570082	17608242	+	ENST00000474024	DSTN	ENSG00000125868
20	havana	17570090	17607222	+	ENST00000449141	DSTN	ENSG00000125868
20	havana	37694030	37872118	+	ENST00000361383	CTNNBL1	ENSG00000132792
20	ensembl_havana	36777447	36863538	-	ENST00000237536	SOGA1	ENSG00000149639
20	ensembl_havana	49936397	49953885	+	ENST00000244061	RNF114	ENSG00000124226
20	ensembl_havana	51596514	51768390	-	ENST00000338821	ATP9A	ENSG00000054793
20	ensembl_havana	62136733	62143394	-	ENST00000370873	PSMA7	ENSG00000101182
20	havana	23633657	23637955	-	ENST00000376925	CST3	ENSG00000101439
20	ensembl_havana	34088309	34112243	-	ENST00000374980	EIF2S2	ENSG00000125977
20	ensembl_havana	62387103	62388520	+	ENST00000343986	RPS21	ENSG00000171858
20	ensembl_havana	2652632	2658393	+	ENST00000329276	NOP56	ENSG00000101361
20	ensembl_havana	62309065	62367312	-	ENST00000252999	LAMA5	ENSG00000130702
20	ensembl_havana	62122475	62135374	+	ENST00000279068	LSM14B	ENSG00000149657
20	ensembl_havana	62302997	62308862	+	ENST00000253003	ADRM1	ENSG00000130706
20	ensembl_havana	45325288	45348424	-	ENST00000372733	SDC4	ENSG00000124145
20	havana	58981256	58995113	+	ENST00000652272	NELFCD	ENSG00000101158
20	ensembl_havana	59025475	59032335	-	ENST00000243997	ATP5F1E	ENSG00000124172
20	havana	35654450	35664889	-	ENST00000424458	RBM12	ENSG00000244462
20	ensembl_havana	44497441	44522070	-	ENST00000342374	SERINC3	ENSG00000132824
20	ensembl_havana	43457896	43464243	+	ENST00000244020	SRSF6	ENSG00000124193
20	ensembl_havana	43457928	43461334	+	ENST00000483871	SRSF6	ENSG00000124193
20	havana	43458652	43461213	+	ENST00000671022	SRSF6	ENSG00000124193
20	ensembl_havana	63195429	63216131	-	ENST00000370339	YTHDF1	ENSG00000149658
20	ensembl_havana	63520765	63522206	+	ENST00000370179	PPDPF	ENSG00000125534
20	ensembl_havana	32819954	32850405	+	ENST00000375571	MAPRE1	ENSG00000101367
20	ensembl_havana	1894783	1939897	+	ENST00000356025	SIRPA	ENSG00000198053
20	ensembl_havana	36541497	36549825	+	ENST00000346786	MYL9	ENSG00000101335
20	ensembl_havana	3046052	3048250	+	ENST00000380325	MRPS26	ENSG00000125901
20	ensembl_havana	3190350	3204682	-	ENST00000354488	DDRGK1	ENSG00000198171
20	ensembl_havana	45898622	45912155	-	ENST00000372431	PLTP	ENSG00000100979
20	ensembl_havana	1368978	1393054	-	ENST00000400137	FKBP1A	ENSG00000088832
20	ensembl_havana	33811348	33854366	+	ENST00000217402	CHMP4B	ENSG00000101421
20	ensembl_havana	35278918	35284772	-	ENST00000374450	EIF6	ENSG00000242372
20	havana	5114953	5119958	-	ENST00000379143	PCNA	ENSG00000132646
20	ensembl_havana	32702699	32743467	-	ENST00000278980	COMMD7	ENSG00000149600
20	havana	58995185	59005311	-	ENST00000681366	CTSZ	ENSG00000101160
20	ensembl_havana	58995185	59007254	-	ENST00000217131	CTSZ	ENSG00000101160
20	ensembl_havana	41028822	41124487	+	ENST00000361337	TOP1	ENSG00000198900
20	ensembl_havana	35699405	35700980	+	ENST00000374077	ROMO1	ENSG00000125995
20	havana	35703609	35742236	-	ENST00000463004	RBM39	ENSG00000131051
20	havana	35704326	35742248	-	ENST00000444878	RBM39	ENSG00000131051
20	havana	35713019	35725112	-	ENST00000490484	RBM39	ENSG00000131051
20	havana	35721867	35742258	-	ENST00000374038	RBM39	ENSG00000131051
20	havana	35724676	35741609	-	ENST00000434927	RBM39	ENSG00000131051
20	ensembl_havana	40685848	40689236	-	ENST00000373313	MAFB	ENSG00000204103
20	havana	41533156	41614773	-	ENST00000440647	CHD6	ENSG00000124177
20	ensembl_havana	45812644	45816952	+	ENST00000356455	UBE2C	ENSG00000175063
20	ensembl_havana	49046312	49096949	+	ENST00000262982	CSE1L	ENSG00000124207
20	havana	49113523	49188367	-	ENST00000360426	STAU1	ENSG00000124214
20	havana	62905005	62926469	-	ENST00000354665	DIDO1	ENSG00000101191
20	ensembl_havana	3783851	3786740	-	ENST00000379751	CENPB	ENSG00000125817
20	ensembl_havana	3846834	3876118	+	ENST00000428216	MAVS	ENSG00000088888
20	ensembl_havana	56358974	56368663	+	ENST00000371384	FAM210B	ENSG00000124098
20	ensembl_havana	49245900	49278057	-	ENST00000396105	ZNFX1	ENSG00000124201
20	ensembl_havana	20017362	20033655	+	ENST00000334982	NAA20	ENSG00000173418
20	ensembl_havana	35953624	35954502	-	ENST00000305978	SCAND1	ENSG00000171222
20	havana	49219416	49244073	+	ENST00000618172	DDX27	ENSG00000124228
20	havana	53567071	53593839	-	ENST00000371471	ZNF217	ENSG00000171940
20	ensembl_havana	36890229	36951708	-	ENST00000646673	SAMHD1	ENSG00000101347
20	havana	63741252	63743505	+	ENST00000493772	SLC2A4RG	ENSG00000125520
20	ensembl_havana	36461338	36528637	+	ENST00000475894	DLGAP4	ENSG00000080845
20	havana	58888779	58911192	+	ENST00000488546	GNAS	ENSG00000087460
20	havana	58888849	58911192	+	ENST00000667293	GNAS	ENSG00000087460
20	ensembl_havana	58891302	58911192	+	ENST00000371095	GNAS	ENSG00000087460
20	havana	58891364	58911192	+	ENST00000265620	GNAS	ENSG00000087460
20	havana	41136960	41175721	+	ENST00000244007	PLCG1	ENSG00000124181
20	ensembl_havana	50190830	50192668	+	ENST00000303004	CEBPB	ENSG00000172216
20	ensembl_havana	35542078	35557634	+	ENST00000348547	ERGIC3	ENSG00000125991
20	havana	36605779	36612557	+	ENST00000344795	RAB5IF	ENSG00000101084
20	ensembl_havana	50081124	50113150	-	ENST00000371674	UBE2V1	ENSG00000244687
20	havana	17659606	17682295	-	ENST00000398782	RRBP1	ENSG00000125844
20	ensembl	17613678	17660507	-	ENST00000246043	RRBP1	ENSG00000125844
20	ensembl_havana	2461642	2470789	-	ENST00000381342	SNRPB	ENSG00000125835
20	ensembl_havana	45416141	45426241	+	ENST00000279036	PIGT	ENSG00000124155
20	ensembl_havana	63981132	64033100	+	ENST00000266079	PRPF6	ENSG00000101161
20	ensembl_havana	35002404	35092807	-	ENST00000252015	TRPC4AP	ENSG00000100991
20	ensembl_havana	25248085	25298012	+	ENST00000216962	PYGB	ENSG00000100994
20	ensembl_havana	34280268	34303355	-	ENST00000217426	AHCY	ENSG00000101444
20	ensembl_havana	34516422	34540958	+	ENST00000357156	DYNLRB1	ENSG00000125971
20	havana	18567347	18569563	+	ENST00000435844	SMIM26	ENSG00000232388
20	ensembl_havana	31514428	31569567	+	ENST00000340852	HM13	ENSG00000101294
20	ensembl_havana	32109714	32167256	+	ENST00000398022	TM9SF4	ENSG00000101337
20	havana	47657406	47785481	-	ENST00000688720	SULF2	ENSG00000196562
20	ensembl_havana	44885705	44908532	+	ENST00000353703	YWHAB	ENSG00000166913
20	ensembl_havana	63865270	63891538	+	ENST00000346249	TPD52L2	ENSG00000101150
20	ensembl_havana	37179330	37241619	+	ENST00000237530	RPN2	ENSG00000118705
20	havana	45891335	45898820	+	ENST00000646241	CTSA	ENSG00000064601
20	ensembl_havana	37517417	37527876	-	ENST00000373537	BLCAP	ENSG00000166619
19	ensembl_havana	281043	291403	-	ENST00000434325	PLPP2	ENSG00000141934
19	ensembl_havana	1026608	1039065	+	ENST00000263097	CNN2	ENSG00000064666
19	ensembl_havana	3366583	3469217	+	ENST00000443272	NFIC	ENSG00000141905
19	havana	3435046	3463255	+	ENST00000589537	NFIC	ENSG00000141905
19	havana	5623118	5668466	+	ENST00000592224	SAFB	ENSG00000160633
19	ensembl_havana	1009653	1021123	-	ENST00000356663	TMEM259	ENSG00000182087
19	ensembl_havana	3762682	3767565	+	ENST00000330133	MRPL54	ENSG00000183617
19	ensembl_havana	4657545	4670342	-	ENST00000262947	MYDGF	ENSG00000074842
19	ensembl_havana	10391133	10403542	-	ENST00000222005	CDC37	ENSG00000105401
19	havana	10391453	10403530	-	ENST00000591248	CDC37	ENSG00000105401
19	ensembl_havana	14408798	14419341	-	ENST00000242776	DDX39A	ENSG00000123136
19	havana	14477762	14496127	-	ENST00000393033	GIPC1	ENSG00000123159
